title,price,link,description
Rick Owens wide leg trousers,7999,https://jus.se/collections/all-menswear/products/rick-owens-wide-leg-trousers,"Rick Owens DRKSHDW SS24 Lido double cargo jumbo belas in black cotton barre.
These double cargo jumbo bela pants are full-lenght with a low crotch and wide leg. They feature an elasticized waistband with drawstring and a bela exposed centre zipper with two snap detal and side welt pockets with rivets. They feature two beveled cargo pockets on the thigh, with two square cargo pockets below, and two back square pockets. All have flaps and topstitching.  
100% Cotton Made in Italy"
Rick Owens oversized t-shirt,2399,https://jus.se/collections/all-menswear/products/copy-of-rick-owens-t-shirt,"Rick Owens DRKSHDW SS24 Lido Tommy T in black medium weight cotton jersey
Tommy T is below hip lenght with a jumbo oversized fit. It has wide short sleeves witha dropped armhole, raw cut hems and a ribbed crewneck. It features the signature level shoulder seams and a centre back seam
Material 100% cotton"
Undercover sweatshirt,2999,https://jus.se/collections/all-menswear/products/undercover,"Undercover sweatshirt featuring a ""nope"" print and swallows 
100% Cotton"
Comme des Garçons BLACK blazer,7999,https://jus.se/collections/all-menswear/products/black-comme-des-garcons-blazer,"BLACK Comme des Garçons deconstructed blazer. This jacket is a blazer and a denim jacket fused into one garment. The front is made from a blazer pattern while the back and the sleeves are made up from a denim jacket pattern. 
Sizes are Japanese and tend to run small, we recommend that you size up one size.
Main: 100% wool laine Front lining: 100% cupro Back lining: 100% cotton Made in Japan"
Yohji Yamamoto jacket,11999,https://jus.se/collections/all-menswear/products/yohji-yamamoto-jacket-1,"Yohji Yamamoto front pocket jacket.
57% Triacetate43% polyesterSleeves lining 100% cuproMade in Japan"
Yohji Yamamoto jacket,13999,https://jus.se/collections/all-menswear/products/yohji-yamamoto-jacket,"Yohji Yamamoto double lapel suit jacket. single breasted two button front closure. two side pockets. Relaxed fit with tailored shoulders.
Main: 57% triacetate 43% polyester Sleeve lining: 100% cuproMade in Japan"
Yohji Yamamoto knitted vest,5999,https://jus.se/collections/all-menswear/products/yohji-yamamoto-knitted-vest,"Regular fit knitted vest from Yohji Yamamoto. This V-neck vest features distressed details throughout the garment. 
100% cotton"
Yohji Yamamoto x  Neighborhood hoodie,4699,https://jus.se/collections/all-menswear/products/yohji-yamamoto-x-neighborhood-hoodie,"Yohji Yamamoto x  Neighborhood hoodie. Regular relaxed fit with pocket and print in the front. Rib knitted cuffs and drawstrings in the hood. 
100% cottonMade in Japan"
Yohji Yamamoto x Neigborhood t-shirt,2399,https://jus.se/collections/all-menswear/products/yohji-yamamoto-x-neigborhood-t-shirt,"Yohji Yamamoto x Neighborhood t-shirt. Regular, relaxed fit. Print in the front. Rib knitted edging at the neck hole. Black.
100% CottonMader in Japan"
Martine Rose classic hoodie,3999,https://jus.se/collections/all-menswear/products/martine-rose-classic-hoodie,"A classic fit hoodie in a heavy knit jersey from Martine Rose. This hoodie features a hidden front pocket with a box logo on the chest and a back print. Washed black. regular fit.
100% CottonMade in Portugal"
Martine Rose zip up polo,3199,https://jus.se/collections/all-menswear/products/martine-rose-zip-up-polo,"An oversized zip up polo from Martine Rose. Inspired by the classic rugby polo this sweater is cut to an oversized fit and features a golden embroidered logo on the chest. The fabric is treated to give this garment a worn in effect.
100% cottonMade in Portugal"
Martin Rose lining waistcoat,2499,https://jus.se/collections/all-menswear/products/martin-rose-lining-waistcoat,"A waistcoat made to look like the lining inside of a suit jacket. Raw edges and small embroidered logo patches. Two chest pockets. 
100% CuproMade in Portugal"
Martine Rose t-shirt,2399,https://jus.se/collections/all-menswear/products/martine-rose-t-shirt,"A football inspired jersey from Martine Rose. This t-shirt is cut to an oversized fit. Lowered sleeve holes, contrasting panels and printed logo.
100% cottonMade in Portugal"
Martine Rose worker trousers,6799,https://jus.se/collections/all-menswear/products/martine-rose-worker-trousers,"These trousers from Martine Rose are directly inspired by real workers trousers. Featuring light reflecting parts and contrasting knee patches. Side poc kets, a back pocket and zip/button fly. Elasticated back part in the waist. 
Main: 100% polyesterContrast: 40% glass beads, 30% acrylic, 20% polyester, 10% cottonMade in Italy"
Maison Margiela parka,19899,https://jus.se/collections/all-menswear/products/maison-margiela-jacket,"A functional coat in cordura with a zipped neck, utilitarian pockets and a sportswear-inspired elasticated hem. The glossy print on the right side represents the invitation for Maison Margiela's AW23 Co-Ed collection presentation. 
100% PolyamidMade in Italy"
Maison Margiela shirt,5999,https://jus.se/collections/all-menswear/products/maison-margiela-oversized-shirt,"Maison Margiela shirt
100% CottonMade in Italy"
Maison Margiela oversized t-shirt,3799,https://jus.se/collections/all-menswear/products/maison-margiela-oversized-t-shirt-1,"This Maison Margiela T-shirt in a faded overdyed washed grey colour is cut to an oversized fit and features a logo on the front. 
100% CottonMade in Italy"
Studio Nicholson t-shirt,1299,https://jus.se/collections/all-menswear/products/studio-nicholson-t-shirt-1,"An oversized boxy fit t-shirt from Studio Nicholson. Mid weight cotton jersey. Slightly elongated sleeves and rib knitted edging at neck hole. 
100% cottonMade in Turkey"
Studio Nicholson t-shirt,999,https://jus.se/collections/all-menswear/products/studio-nicholson-t-shirt,"An oversized boxy fit t-shirt from Studio Nicholson. Mid weight cotton jersey. Slightly elongated sleeves and rib knitted edging at neck hole. 
100% cottonMade in Turkey"
Studio Nicholson coated cotton jacket,4999,https://jus.se/collections/all-menswear/products/studio-nicholson-coated-cotton-jacket,"A pool green boxy fit coated cotton jacket from Studio Nicholson. Big relaxed fit with two front pockets and zipper closure in the center front. 
59% cotton 41% polyamideMade in Portugal"
Studio Nicholson cargo shorts,2999,https://jus.se/collections/all-menswear/products/studio-nicholson-cargo-shorts,"A pair of relaxed cargo shorts from Studio Nicholson. front cargo pockets on both legs and a single pocket in the back. Knee length. 
57% cotton 43% polyamideMade in Italy"
Dries Van Noten denim jeans,3499,https://jus.se/collections/all-menswear/products/dries-van-noten-denim-jeans,"These 5-pocket denim jeans from Dries Van Noten are cut to a straight fit. Crafted from an over dyed black waxed denim. Metal button fly and rivets. 
100% cottonMade in Tunisia"
Dries Van Noten linen trousers,4899,https://jus.se/collections/all-menswear/products/dries-van-noten-linen-trousers,"A pair of relaxed straight fitting linen trousers from Dries Van Noten. Drawstrings at waistband, button and zipper closure. Side pockets and a back pocket.
57% linen 40% viscose 3% elastaneMade in Tunisia"
Dries Van Noten printed shorts,3699,https://jus.se/collections/all-menswear/products/dries-van-noten-printed-shorts,"These Dries Van Noten printed viscose shorts are relaxed and cut to end a little lower than mid thigh. Elastic waistband with drawstrings. Side pockets and a back pocket. 
Can be matched with this jacket for a full set. 
100% ViscoseMade in Tunisia"
Dries Van Noten suit trousers,5499,https://jus.se/collections/all-menswear/products/dries-van-noten-suit-trousers,"A pair of linen and cotton blend trousers from Dries Van Noten. Cut to a narrow straight fit with pressed pleats on the front and back. Welted backpockets and two side pockets. 
Can be matched with this jacket for a full suit. 
59% linen 41% cottonMade in Morocco"
Dries Van Noten oversized sweater,2899,https://jus.se/collections/all-menswear/products/dries-van-noten-oversized-sweater-3,"Dries Van Noten new classic oversized sweater. Crafted from a mid weight cotton jersey with rib knitted edges and neck hole.
100% CottonMade in Turkey"
Dries Van Noten oversized sweater,2899,https://jus.se/collections/all-menswear/products/dries-van-noten-oversized-sweater-2,"Dries Van Noten new classic oversized sweater. Crafted from a mid weight cotton jersey with rib knitted edges and neck hole.
100% CottonMade in Turkey"
Dries Van Noten oversized t-shirt,1999,https://jus.se/collections/all-menswear/products/dries-van-noten-oversized-t-shirt,"Dries Van Noten oversized fit mid-weight cotton T-shirt. The neck hole is finished with a rib knitted band and double top stitching. The sleeves and bottom of the T-shirt is also finished with double top stitching.  
100% CottonMade in Turkey"
Dries Van Noten long sleeve printed t-shirt,2699,https://jus.se/collections/all-menswear/products/dries-van-noten-long-sleeve-printed-t-shirt,"Dries Van Noten oversized printed long sleeve t-shirt. Mid weight cotton jersey. 
100% cottonMade in Turkey"
Dries Van Noten regular fit t-shirt,1199,https://jus.se/collections/all-menswear/products/dries-van-noten-regular-fit-t-shirt,"Dries Van Noten classic fit mid-weight cotton T-shirt. The neck hole is finished with a rib knitted band and double top stitching. The sleeves and bottom of the T-shirt is also finished with double top stitching. 
100% CottonMade in Turkey"
Dries Van Noten denim jacket,4699,https://jus.se/collections/all-menswear/products/dries-van-noten-denim-jacket,"This denim shirt jacket from Dries Van Noten in a wax coated cotton denim is cut to a straight narrow fit. Two breast pockets and center button closure. Two side pockets.
100% cottonMade in Tunisia"
Dries Van Noten shirt,3599,https://jus.se/collections/all-menswear/products/dries-van-noten-shirt-1,"This garment from Dries Van Noten is a hybrid between a jacket and a shirt. A classic fit shirt with straight cut bottom hem and a zip closure at the center front. Can be worn either as a shirt or a super light weight shirt jacket.
86% cotton 14% polyesterMade in Hungary"
Dries Van Noten relaxed silk shirt,5799,https://jus.se/collections/all-menswear/products/dries-van-noten-relaxed-silk-shirt,"This silk shirt from Dries Van Noten is cut to a boxy and relaxed fit. It features two cargo pockets on the chest and has rounded side slits for optimal relaxed fit. 
100% silkMade in Hungary"
Dries Van Noten bomber jacket,9899,https://jus.se/collections/all-menswear/products/dries-van-noten-bomber-jacket-2,"A nylon bomber jacket from Dries Van Noten. Cut to a small tight fit to emulate the fit of an olden days flight jacket. Biker jacket sleeves with zipper details at the end. Side pockets and a breast pocket, all with zip closure. 
100% PolyesterMade in Hungary"
Dries Van Noten suit jacket,9799,https://jus.se/collections/all-menswear/products/dries-van-noten-suit-jacket,"A classic fit relaxed tailored linen/cotton suit jacket from Dries Van Noten. Single breasted one button closure. Welted flap pockets and a welted breast pocket. Regular fit.
Can be matched with these trousers for a full suit.
59% linen 41% cottonMade in Morocco"
Dries Van Noten printed blazer,6999,https://jus.se/collections/all-menswear/products/dries-van-noten-printed-blazer,"A printed four buttoned blazer from Dries Van Noten with two welted flap pockets and a welted breast pocket. Relaxed but tailored fit.  
100% ViscoseMade in Morocco"
Rick Owens denim pods shorts,6499,https://jus.se/collections/all-menswear/products/rick-owens-denim-pods-shorts,"Rick Owens DRKSHDW creatch cargo denim pod shorts. 4 way denim stretch. Dropped crotch. Cargo pockets. 
91% cotton 6% elastane 3% rubberMade in Italy"
Rick Owens Sphinx jumbo jacket,14899,https://jus.se/collections/all-menswear/products/rick-owens-sphinx-jumbo-jacket,"A big fit jumbo denim jacket from Rick Owens DRKSHDW . The intricate front pattern includes hidden pockets and the jacket has a metall button front closure. Big boxy fit.
100% CottonMade in Italy"
Rick Owens oversized t-shirt,2599,https://jus.se/collections/all-menswear/products/rick-owens-oversized-t-shirt,"Rick Owens DRKSHDW's new classic t-shirt fit ""Tommy T"" here in a Dust color way. Mid weight cotton jersey. 
100% CottonMade in Italy"
Rick Owens flight vest,6799,https://jus.se/collections/all-menswear/products/rick-owens-flight-vest,"An oversized fit flight vest from Rick Owens DRKSHDW in a heavy knit jersey. Rib knit neck edging and bottom edge. Front zip closure. 
100% CottonMade in Italy"
Rick Owens denim jacket,10899,https://jus.se/collections/all-menswear/products/rick-owens-denim-jacket,"This take on a classic trucker's denim jacket from Rick Owens DRKSHDW is cut to a snug fit with slim sleeves. Black overdyed 4 way stretch denim coated in an irregular pattern. Front button closure and two breast pockets with distressed flaps. Side pockets.
(Small fit: L = M)
91% cotton 6% elastane 3% rubberMade in Italy"
Blank Atelier shirt,2499,https://jus.se/collections/all-menswear/products/blank-atelier-shirt-1,"COTTON TWILL SHIRT BLACK NO. 001REGULAR FIT COTTON TWILL SHIRT WITH CLASSIC COLLAR.
100% COTTON"
Blank Atelier shirt,2499,https://jus.se/collections/all-menswear/products/blank-atelier-shirt,"COTTON TWILL SHIRT BLACK NO. 001REGULAR FIT COTTON TWILL SHIRT WITH CLASSIC COLLAR.
100% COTTON"
Maison Margiela MM6 denim jacket,5399,https://jus.se/collections/all-menswear/products/maison-margiela-mm6-denim-jacket,"Maison Margiela MM6 denim jacket
Cotton 100%
Made in Italy"
Core RD Knitting Co t-shirt,999,https://jus.se/collections/all-menswear/products/core-rd-knitting-co-t-shirt,"A boxy heavy cotton jersey t-shirt with wide hems along the bottom and the bottom of the sleeves. Rib knit edge along the neck hole and two red seams at the bottom left corner.
100% Cotton"
Core RD Knitting Co sweatpants,2199,https://jus.se/collections/all-menswear/products/core-rd-knitting-co-sweatpants,"A pair of cotton jersey sweatpants from Core RD Knitting Co. Elastic waistband with drawstrings, slightly lowered crotch, side pockets and small slits at the bottom of the legs. 
100% organic cotton"
Core RD Knitting Co trousers,2799,https://jus.se/collections/all-menswear/products/core-rd-knitting-co-trousers,"A pair of suit trousers from Core RD Knitting Co. A narrow leg in a cropped fit featuring a detachable knitted strap which adds a bit to the style. Front and back pleats and side pockets plus buttoned welt pockets in the back. 
Main: 53% recycled polyester 43% wool 4% elastane

0-XXS-(44)1-XS-(46)2-S-(48)3-M-(50)4-L-(52)5-XL-(54)6-XXL-(56)"
Core RD Knitting Co kimono,2299,https://jus.se/collections/all-menswear/products/core-rd-knitting-co-kimono,"A kimono style wrap cardigan in cotton jersey from Core RD Knitting Co. This kimono can be worn in many different ways thanks to its different straps and ties sewn in to it. Keep it open or wrap it tight. Fold up the sleeves or keep them long and loose. 
100% organic cotton"
Core RD Knitting Co vest,2699,https://jus.se/collections/all-menswear/products/core-rd-knitting-co-vest,"A straight fit vest from Core RD Knitting Co. Single breast button closure and welt pocket in the front. A detachable pouch on the front that can be replaced as well on the front. 
Main: 53% recycled polyester 43% wool 4% elastaneLining: 100% Polyester"
Core RD Knitting Co tank top,899,https://jus.se/collections/all-menswear/products/core-rd-knitting-co-tank-top,"A classic fit rib knitted cotton tank top from Core RD Knitting Co. A signature red seem at the bottom left corner. 
95% cotton 5% elastane"
Core RD Knitting Co,3999,https://jus.se/collections/all-menswear/products/core-rd-knitting-co-1,"A fine merino wool single breasted cardigan from Core RD Knitting Co. The yarn is made of the finest merino wool spun in Italy which gives this garment a soft and smooth texture and feel to it. 
100% Merino Wool"
Core RD Knitting Co sweater,3499,https://jus.se/collections/all-menswear/products/core-rd-knitting-co-sweater,"A straight fit slightly cropped boat neck sweater from Core RD Kitting Co. Made from finest Merino Wool spun in Italy which gives this garment a soft and smooth texture and feel to it. 
100% Merino Wool"
Core RD Knitting Co blazer,4999,https://jus.se/collections/all-menswear/products/core-rd-knitting-co-blazer,"A classic fit blazer from Core RD Knitting Co with a two button single breasted closure in the front. Welt breast pocket and welted flap pockets in the front. A detachable pocket in the back plus a detachable knitted strap is featured in this style which gives you many options as how to wear this garment. 
Main: 53% recycled polyester 43% wool 4% elastaneLining: 100% polyester"
Core RD Knitting Co vest,2699,https://jus.se/collections/all-menswear/products/core-rd-knitting-co,"A vest from Core RD Knitting Co cut to a straight fit with single button closure in the front. Welt pockets in the front and a detachable pocket in the back plus a detachable knitted strap are fun details added to this garment which gives you many different ways to style it. Adjustable waist.
Main: 53% recycled polyester 43% wool 4% elastaneLining: 100% Polyester"
Adnym Atelier t-shirt,899,https://jus.se/collections/all-menswear/products/adnym-atelier-t-shirt-2,"Classic round neck tee in lighter fabric for everyday use
DOU TEE WHITE
100% light weight Cotton"
Ewa Larsson shirt,4999,https://jus.se/collections/all-menswear/products/ewa-larsson-shirt-2,"Handcrafted Silk Shirt
Each Garment tells its own story and is one of a kind. Vintage silk scarfs found all over the world are carefully chosen and sewn together in an atelier in Stockholm to create a vibrant patchwork for each unique, eclectic piece.
As the garments are crafted of vintage materials no item is the other one alike and colour variations will occur.
One Size"
Dries Van Noten shirt,2799,https://jus.se/collections/all-menswear/products/dries-van-noten-shirt,"A classic tailored dress shirt from Dries Van Noten. This shirt in black cotton poplin is cut to a tailored fit and can be worn together with suits or as a casual garment. classic collar and cuffs. Button closure in the front. 
232-020704-7323-900100% CottonMade in Hungary"
Stockholm (Surfboard) Club trousers,2999,https://jus.se/collections/all-menswear/products/stockholm-surfboard-club-trousers-2,"Straight wide fit trousers from Stockholm (Surfboard) Club. A fun spin on the classic 60's silhouette. These trousers are made in a smooth polyester fabric. Two front pockets and two back pockets. A small logo patch sewn into the waistband in the back. 
100% Polyester"
imaskopi handknitted sweater,6499,https://jus.se/collections/all-menswear/products/imaskopi-hand-knitted-sweater-6,"Hand knitted one of a kind IMASKOPI oversized sweater in a soft alpaca and silk blend. These garments are carefully hand crafted in their atelier in Stockholm and features a light and airy feel and texture. Featuring a sewn on patch which can be removed.
All IMASKOPI's garments are unique and exists only in one piece of each. Their one size system works for most people between sizes XS-XL but may vary depending on the style.
Care instructions: Hand wash in cold water, no warmer than 30°C, with a wool detergent. Do not soak. Dry and store flat.  
77% Alpaca 23% SilkMade in Sweden"
imaskopi handknitted sweater,6999,https://jus.se/collections/all-menswear/products/imaskopi-hand-knitted-sweater-5,"Hand knitted one of a kind IMASKOPI oversized sweater in a soft kid mohair and microfibre blend. These garments are carefully hand crafted in their atelier in Stockholm and features a light and airy feel and texture. Featuring a sewn on patch which can be removed.
All IMASKOPI's garments are unique and exists only in one piece of each. Their one size system works for most people between sizes XS-XL but may vary depending on the style.
Care instructions: Hand wash in cold water, no warmer than 30°C, with a wool detergent. Do not soak. Dry and store flat.  
90% Kid mohair 10% MicrofibreMade in Sweden"
imaskopi handknitted slipover,3999,https://jus.se/collections/all-menswear/products/imaskopi-hand-knitted-slipover,"Hand knitted one of a kind IMASKOPI slipover in a soft alpaca and silk blend. These garments are carefully hand crafted in their atelier in Stockholm and features a light and airy feel and texture. Featuring a sewn on patch which can be removed. 
All IMASKOPI's garments are unique and exists only in one piece of each. Their one size system works for most people between sizes XS-XL but may vary depending on the style.
Care instructions: Hand wash in cold water, no warmer than 30°C, with a wool detergent. Do not soak. Dry and store flat.  
77% Alpaca 23% SilkMade in Sweden"
imaskopi handknitted sweater,6499,https://jus.se/collections/all-menswear/products/imaskopi-hand-knitted-sweater,"Hand knitted oversized one of a kind IMASKOPI sweater in a soft alpaca and silk blend. These garments are carefully hand crafted in their atelier in Stockholm and features a light and airy feel and texture. Featuring a sewn on patch which can be removed if wanted. 
All IMASKOPI's garments are unique and exists only in one piece of each. Their one size system works for most people between sizes XS-XL but may vary depending on the style.
Care instructions: Hand wash in cold water, no warmer than 30°C, with a wool detergent. Do not soak. Dry and store flat.  
77% Alpaca 23% SilkMade in Sweden"
Ewa Larsson kaftan,8999,https://jus.se/collections/all-menswear/products/ewa-larsson-kaftan-1,"Handcrafted Silk Kaftan
Each Garment tells its own story and is one of a kind. Vintage silk scarfs found all over the world are carefully chosen and sewn together in an atelier in Stockholm to create a vibrant patchwork for each unique, eclectic piece.
As the garments are crafted of vintage materials no item is the other one alike and colour variations will occur.
One Size"
Dries Van Noten oversized t-shirt,1999,https://jus.se/collections/all-menswear/products/dries-van-noten-t-shirt-3,"Dries Van Noten oversized fit mid-weight cotton T-shirt. The neck hole is finished with a rib knitted band and double top stitching. The sleeves and bottom of the T-shirt is also finished with double top stitching. 
100% CottonMade in Turkey"
Dries Van Noten regular fit t-shirt,1199,https://jus.se/collections/all-menswear/products/dries-van-noten-t-shirt-2,"Dries Van Noten classic fit mid-weight cotton T-shirt. The neck hole is finished with a rib knitted band and double top stitching. The sleeves and bottom of the T-shirt is also finished with double top stitching. 
100% CottonMade in Turkey"
Rick Owens trousers,6399,https://jus.se/collections/all-menswear/products/rick-owens-trousers-5,"Rick Owens DRKSHDW AW23 Creatch Cargo in a four-way stretch denim with a narrow fit and cargo pockets/details.
DU02C5376CREATCH CARGOSBB 09
91% Cotton, 6% Elastomultiester, 3% RubberMade in Italy"
Adnym Atelier t-shirt,899,https://jus.se/collections/all-menswear/products/adnym-atelier-t-shirt,"Classic round neck tee in lighter fabric for everyday use
DOU TEE BLACK
100% light weight Cotton"
Rick Owens jeans,4999,https://jus.se/collections/all-menswear/products/rick-owens-jeans,"Rick Owens DRKSHDW Detroit cut jeans in a coated 4-way stretch denim. Narrow fit with seams along the inside of the thigh for ultimate fit and comfort.
91% Cotton, 6% Stretch, 3% RubberMade in Italy"
Adnym Atelier shirt,1599,https://jus.se/collections/all-menswear/products/adnym-atelier-shirt-3,"Regular fit shirt from Adnym Atelier in a black colorway. Classic fit with regular collar and cuffs. The unique blend of cotton and rose fiber gives this garment a dry feeling but with a lot of movement. Features one chest pocket.
WARD SHIRTBLACK
50% Cotton 50% RoseMade in Portugal"
Blank Atelier trousers 002,3499,https://jus.se/collections/all-menswear/products/blank-atelier-trouser-002,"STRAIGHT TROUSERS BLACK NO. 002 STRAIGHT HIGH WAIST WOOL TROUSERS WITH WHITE INSIDE WAISTBAND.
100% VIRGIN WOOL 100% VISCOSE KNEE LININGMADE IN ROMANIA"
Blank Atelier trousers 001,3499,https://jus.se/collections/all-menswear/products/blank-atelier-trouser-001,"TAPERED TROUSERS BLACK NO. 001TAPERED FLAT-FRONT WOOL TROUSERS WITH WHITE INSIDE WAISTBAND.
100% VIRGIN WOOL 100% VISCOSE KNEE LININGMADE IN ROMANIA"
Blank Atelier blazer 001,7499,https://jus.se/collections/all-menswear/products/blank-atelier-blazer-001,"SINGLE-BREASTED BLACK BLAZER NO. 001 FULLY LINED WOOL JACKET WITH NOTCH LAPEL AND JETTED FLAP POCKETS.
MAIN: 100% VIRGIN WOOL LINING: 51% VISCOSE 49% COTTON MADE IN ROMANIA"
Blank Atelier blazer 002,7499,https://jus.se/collections/all-menswear/products/blank-atelier-blazer-002,"DOUBLE-BREASTED BLACK BLAZER NO. 002FULLY LINED DOUBLE BREASTED WOOL JACKET WITH POINTY LAPEL AND JETTED FLAP POCKETS.
MAIN: 100% VIRGIN WOOLLINING: 51% VISCOSE 49% COTTON MADE IN ROMANIA"
James Perse t-shirt,999,https://jus.se/collections/all-menswear/products/james-perse-t-shirt-15,"James Perse Short Sleeve Crew made in 100% cotton. This jersey is an extremely soft knit made by specially treating the cotton fibers before they are spun into yarn. Style details include a binded neck, clean finished hems. Classic fit. Garment dyed with extra softeners for a soft lived in feel.
100% Cotton
Made in USA"
Ewa Larsson shirt,4599,https://jus.se/collections/all-menswear/products/ewa-larsson-shirt-3,"Handcrafted Shirt
Each Garment tells its own story and is one of a kind. Vintage silk scarfs found all over the world are carefully chosen and sewn together in an atelier in Stockholm to create a vibrant patchwork for each unique, eclectic piece.
As the garments are crafted of vintage materials no item is the other one alike and colour variations will occur.
One Size"
James Perse shirt,2299,https://jus.se/collections/all-menswear/products/james-perse-shirt-4,"James Perse Standard Shirt is made in 100% cotton that is lightweight and breathable. This fabric is designed using delicate, high count yarns, resulting in a crisp, smooth feel. Style details include a shirt collar, button front closure, full length sleeves with placket at cuffs, back locker loop at neck and a shirttail hem. Garment dyed with extra softeners and silicone for a soft, lived in feel. Classic fit.100% Cotton
Made in China"
James Perse shirt,2299,https://jus.se/collections/all-menswear/products/james-perse-shirt-3,"James Perse Standard Shirt is made in 100% cotton that is lightweight and breathable. This fabric is designed using delicate, high count yarns, resulting in a crisp, smooth feel. Style details include a shirt collar, button front closure, full length sleeves with placket at cuffs, back locker loop at neck and a shirttail hem. Garment dyed with extra softeners and silicone for a soft, lived in feel. Classic fit.100% Cotton
Made in China"
James Perse t-shirt,999,https://jus.se/collections/all-menswear/products/james-perse-t-shirt-13,"James Perse Short Sleeve Crew made in 100% cotton. This jersey is an extremely soft knit made by specially treating the cotton fibers before they are spun into yarn. Style details include a binded neck, clean finished hems. Classic fit. Garment dyed with extra softeners for a soft lived in feel.100% Cotton
Made in USA"
James Perse t-shirt,999,https://jus.se/collections/all-menswear/products/james-perse-t-shirt-9,"James Perse Short Sleeve Crew made in 100% cotton. This jersey is an extremely soft knit made by specially treating the cotton fibers before they are spun into yarn. Style details include a binded neck, clean finished hems. Classic fit. Garment dyed with extra softeners for a soft lived in feel.
100% Cotton
Made in USA"
James Perse sweater,2499,https://jus.se/collections/all-menswear/products/james-perse-sweater-1,"James Perse Vintage French Terry Sweatshirt is made in a vintage micro brushed terry. Style details include a crew neckline, full length raglan sleeves. Cuffs and hem all in self fabric. Relaxed fit. Garment dyed with extra softeners for a soft, lived in feel.
100% Cotton
Made in USA"
